customer_id,name,email,city,signup_date
C0474,Customer_474,user474@example.com,Bangalore,2023-05-08
C0475,Customer_475,user475@example.com,Delhi,2023-03-02
C0476,Customer_476,user476@example.com,Pune,2023-10-13
C0477,Customer_477,user477@example.com,Delhi,2023-08-02
C0478,Customer_478,user478@example.com,Pune,2023-11-07
C0479,Customer_479,user479@example.com,Mumbai,2023-11-02
C0480,Customer_480,user480@example.com,Bangalore,2023-11-13
C0481,Customer_481,user481@example.com,Hyderabad,2023-04-26
C0482,Customer_482,user482@example.com,Chennai,2023-09-25
C0483,Customer_483,user483@example.com,Hyderabad,2023-07-14
C0484,Customer_484,user484@example.com,Pune,2023-08-19
C0485,Customer_485,user485@example.com,Delhi,2023-08-15
C0486,Customer_486,user486@example.com,Delhi,2023-06-02
C0487,Customer_487,user487@example.com,Delhi,2023-10-29
C0488,Customer_488,user488@example.com,Delhi,2023-08-08
C0489,Customer_489,user489@example.com,Chennai,2023-06-06
C0490,Customer_490,user490@example.com,Mumbai,2023-10-19
C0491,Customer_491,user491@example.com,Delhi,2023-11-14
C0492,Customer_492,user492@example.com,Pune,2023-01-31
C0493,Customer_493,user493@example.com,Bangalore,2023-11-09
C0494,Customer_494,user494@example.com,Chennai,2023-02-20
C0495,Customer_495,user495@example.com,Pune,2023-04-17
C0496,Customer_496,user496@example.com,Pune,2023-11-17
C0497,Customer_497,user497@example.com,Delhi,2023-04-19
C0498,Customer_498,user498@example.com,Bangalore,2023-05-16
C0499,Customer_499,user499@example.com,Delhi,2023-12-05
C0500,Customer_500,user500@example.com,Pune,2023-02-11
